4.334068250955169788e-07,0.000000000000000000e+00,5.765458990936167538e-05,2.139893467756337486e-06,5.780352148576639593e-05,2.425892744213342667e-04,0.000000000000000000e+00,4.507598350755870342e-05,4.551655729301273823e-05,3.074769119848497212e-05,0.000000000000000000e+00,1.384242059430107474e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.819215923314914107e-05,5.473829151014797390e-05,1.517055625299690291e-05,2.471275911375414580e-05,1.534858020022511482e-04,7.269398338394239545e-05
4.631066019555873936e-07,0.000000000000000000e+00,5.762670116382651031e-05,2.137894853149191476e-06,5.776057514594867826e-05,2.425339771434664726e-04,0.000000000000000000e+00,4.506609911913983524e-05,4.551547681330703199e-05,3.076313805649988353e-05,0.000000000000000000e+00,1.383947674185037613e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.816170207457616925e-05,5.471854819916188717e-05,1.518032695457804948e-05,2.476657391525804996e-05,1.533690519863739610e-04,7.259236008394509554e-05
4.884290660811529960e-07,0.000000000000000000e+00,5.744289592257700861e-05,2.092873501169378869e-06,5.759691339335404336e-05,2.423246914986521006e-04,0.000000000000000000e+00,4.495439861784689128e-05,4.539822111837565899e-05,3.059103619307279587e-05,0.000000000000000000e+00,1.382428454235196114e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.790726183680817485e-05,5.457592124002985656e-05,1.509005232946947217e-05,2.469960600137710571e-05,1.531360612716525793e-04,7.235237717395648360e-05
4.779275855071318801e-07,0.000000000000000000e+00,5.747559407609514892e-05,2.055145841950434260e-06,5.765539754065684974e-05,2.419668744551017880e-04,0.000000000000000000e+00,4.496928158914670348e-05,4.542719034361653030e-05,3.031639789696782827e-05,0.000000000000000000e+00,1.379665773129090667e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.771483458578586578e-05,5.459996100398711860e-05,1.506826993136201054e-05,2.463645614625420421e-05,1.528787543065845966e-04,7.235546217998489738e-05
4.779064397553156596e-07,0.000000000000000000e+00,5.726542076445184648e-05,2.020916099354508333e-06,5.747062459704466164e-05,2.416689385427162051e-04,0.000000000000000000e+00,4.485173849388957024e-05,4.528679346549324691e-05,2.999462958541698754e-05,0.000000000000000000e+00,1.377461594529449940e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.755158392479643226e-05,5.443761619972065091e-05,1.496502136433264241e-05,2.453267916280310601e-05,1.526403066236525774e-04,7.212007039925083518e-05
4.834604396819486283e-07,0.000000000000000000e+00,5.710803816327825189e-05,2.001767825277056545e-06,5.733674697694368660e-05,2.414565533399581909e-04,0.000000000000000000e+00,4.476973481359891593e-05,4.519789945334196091e-05,2.974240305775310844e-05,0.000000000000000000e+00,1.375568681396543980e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.745087739545851946e-05,5.431012323242612183e-05,1.489417172706453130e-05,2.446087091811932623e-05,1.524335675640031695e-04,7.192439807113260031e-05
5.063584467279724777e-07,0.000000000000000000e+00,5.692277409252710640e-05,1.992380703086382709e-06,5.716373198083601892e-05,2.411306340945884585e-04,0.000000000000000000e+00,4.463284858502447605e-05,4.504738535615615547e-05,2.977121039293706417e-05,0.000000000000000000e+00,1.375048159388825297e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.738765659974887967e-05,5.416018029791302979e-05,1.484287531638983637e-05,2.441691503918264061e-05,1.522648817626759410e-04,7.168336742324754596e-05
5.176195259082305711e-07,0.000000000000000000e+00,5.668598532793112099e-05,1.985101789614418522e-06,5.692966078640893102e-05,2.409782755421474576e-04,0.000000000000000000e+00,4.436440576682798564e-05,4.480635834624990821e-05,2.988265259773470461e-05,0.000000000000000000e+00,1.375153951812535524e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.706051499349996448e-05,5.389886791817843914e-05,1.476066881878068671e-05,2.421016324660740793e-05,1.522291277069598436e-04,7.140836532926186919e-05
4.980865355719288345e-07,0.000000000000000000e+00,5.652427716995589435e-05,1.948397766682319343e-06,5.676239379681646824e-05,2.408420405117794871e-04,0.000000000000000000e+00,4.417858144734054804e-05,4.464165613171644509e-05,2.982021032948978245e-05,0.000000000000000000e+00,1.373090344714000821e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.682814273517578840e-05,5.370904909796081483e-05,1.465423974877921864e-05,2.401845995336771011e-05,1.520982768852263689e-04,7.123313844203948975e-05
5.021872766519663855e-07,0.000000000000000000e+00,5.630826854030601680e-05,1.930390453708241694e-06,5.656720531987957656e-05,2.407660795142874122e-04,0.000000000000000000e+00,4.406295556691475213e-05,4.452882421901449561e-05,2.965266503451857716e-05,0.000000000000000000e+00,1.371598773403093219e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.657782796537503600e-05,5.350734136300161481e-05,1.455441270081792027e-05,2.386285086686257273e-05,1.519631623523309827e-04,7.102300878614187241e-05
1.126202960222144611e-06,0.000000000000000000e+00,5.790527211502194405e-05,2.154287358280271292e-06,5.807556954096071422e-05,2.476110821589827538e-04,0.000000000000000000e+00,4.541161979432217777e-05,4.584315684041939676e-05,3.435913458815775812e-05,0.000000000000000000e+00,1.430555857950821519e-04,0.000000000000000000e+00,1.443645345489130705e-07,6.613181903958320618e-05,5.472485281643457711e-05,1.653662002354394644e-05,2.456730544508900493e-05,1.591095206094905734e-04,6.969481182750314474e-05
1.219158207277359907e-06,0.000000000000000000e+00,5.790599607280455530e-05,2.187615336879389361e-06,5.809008143842220306e-05,2.472879714332520962e-04,0.000000000000000000e+00,4.545330011751502752e-05,4.587601870298385620e-05,3.441453372943215072e-05,0.000000000000000000e+00,1.430902484571561217e-04,0.000000000000000000e+00,1.437950203353466350e-07,6.617412873310968280e-05,5.475928992382250726e-05,1.661484748183283955e-05,2.467980993969831616e-05,1.589940366102382541e-04,6.965598004171624780e-05
1.280755100196984131e-06,0.000000000000000000e+00,5.802965097245760262e-05,2.213931111327838153e-06,5.817784767714329064e-05,2.470162871759384871e-04,0.000000000000000000e+00,4.545731280813924968e-05,4.589144373312592506e-05,3.481460953480564058e-05,0.000000000000000000e+00,1.431841083103790879e-04,0.000000000000000000e+00,1.499378612379587139e-07,6.637640035478398204e-05,5.484991197590716183e-05,1.671284371695946902e-05,2.478467467881273478e-05,1.589881576364859939e-04,6.978607416385784745e-05
4.995915219296875875e-07,0.000000000000000000e+00,5.636968489852733910e-05,1.978380169020965695e-06,5.664974378305487335e-05,2.398507640464231372e-04,0.000000000000000000e+00,4.418977914610877633e-05,4.464425364858470857e-05,3.000397737196180969e-05,0.000000000000000000e+00,1.368731609545648098e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.682693492621183395e-05,5.361309740692377090e-05,1.471053110435605049e-05,2.406130988674703985e-05,1.515015901532024145e-04,7.114054460544139147e-05
4.977450203114131000e-07,0.000000000000000000e+00,5.634379340335726738e-05,1.951722651938325725e-06,5.662979674525558949e-05,2.395588235231116414e-04,0.000000000000000000e+00,4.421185440151020885e-05,4.465253005037084222e-05,2.985501851071603596e-05,0.000000000000000000e+00,1.366130454698577523e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.677506462438032031e-05,5.360885552363470197e-05,1.466201501898467541e-05,2.407179999863728881e-05,1.512503367848694324e-04,7.112426828825846314e-05
4.946604690303502139e-07,0.000000000000000000e+00,5.613216126221232116e-05,1.946228849192266352e-06,5.644336488330736756e-05,2.389101282460615039e-04,0.000000000000000000e+00,4.408986569615080953e-05,4.453352448763325810e-05,2.969589513668324798e-05,0.000000000000000000e+00,1.361591275781393051e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.653109448961913586e-05,5.342300210031680763e-05,1.460219118598615751e-05,2.400737685093190521e-05,1.507706328993663192e-04,7.087238191161304712e-05
5.256358122096571606e-07,0.000000000000000000e+00,5.585806138697080314e-05,1.916408791657886468e-06,5.617014903691597283e-05,2.378422068431973457e-04,0.000000000000000000e+00,4.381802864372730255e-05,4.426455416250973940e-05,2.944963671325240284e-05,0.000000000000000000e+00,1.357925939373672009e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.615702295675873756e-05,5.316199531080201268e-05,1.447629165340913460e-05,2.390120243944693357e-05,1.502224331488832831e-04,7.043882942525669932e-05
5.448690103548869956e-07,0.000000000000000000e+00,5.575126851908862591e-05,1.942243443409097381e-06,5.606187187368050218e-05,2.365828986512497067e-04,0.000000000000000000e+00,4.367674409877508879e-05,4.413722126628272235e-05,2.966210013255476952e-05,0.000000000000000000e+00,1.355702406726777554e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.600299821002408862e-05,5.304864680510945618e-05,1.450267336622346193e-05,2.390997542534023523e-05,1.497611665399745107e-04,7.028078834991902113e-05
5.301558871906308923e-07,0.000000000000000000e+00,5.550162313738837838e-05,1.921075181599007919e-06,5.582324956776574254e-05,2.364658575970679522e-04,0.000000000000000000e+00,4.351288225734606385e-05,4.398122109705582261e-05,2.953747571154963225e-05,0.000000000000000000e+00,1.352899998892098665e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.571716221515089273e-05,5.281548510538414121e-05,1.442104530724463984e-05,2.374121322645805776e-05,1.495336764492094517e-04,7.003737846389412880e-05
4.941550173498399090e-07,0.000000000000000000e+00,5.549946217797696590e-05,1.914112090162234381e-06,5.581399818765930831e-05,2.369075518799945712e-04,0.000000000000000000e+00,4.348519360064528883e-05,4.398464443511329591e-05,2.966303691209759563e-05,0.000000000000000000e+00,1.352758117718622088e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.559036410180851817e-05,5.277476884657517076e-05,1.442152188246836886e-05,2.362158920732326806e-05,1.496781915193423629e-04,7.014340371824800968e-05
4.799804287358711008e-07,0.000000000000000000e+00,5.534983574762009084e-05,1.899657945614308119e-06,5.566323670791462064e-05,2.376658812863752246e-04,0.000000000000000000e+00,4.342912143329158425e-05,4.391383481561206281e-05,2.947305074485484511e-05,0.000000000000000000e+00,1.353168772766366601e-04,0.000000000000000000e+00,0.000000000000000000e+00,6.550061516463756561e-05,5.264464925858192146e-05,1.436241200281074271e-05,2.351295734115410596e-05,1.498666097177192569e-04,6.998989556450396776e-05
